Site,artifact #,Multi-Metal Composite Artifact Subdivision,objects per artifact number,Multi-Metal Description,Catalogue # (CMH),Accession # (PWNHC),Description,Primary Code Class,Secondary Code Class,Tertiary Code Class,Quaternary Code Class,Geographic Locale,Territory,length mm,width mm,ht/thickness mm,weight gm,pXRF,photos,"Include in Final for CAA (adjust as needed - missing or ? should be changed to no if it is obviously historic, otherwise include it)",Notes,xrf notes,flag to examine more,notes (bag),native/historic/unknown,XRF determination,Clean copper signal?,Research Year,Permit number,Curation Facility,Collection Date,Collector,Accession No,Area,Square/Unit,Level/Stratum,Feature,Other Provenience Detail,Provenience Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiNg-8,17,,,,NiNg-8:17,,Copper frag.,,,,,,"NWTNunavut",25.84,7.48,1.11,0.8,y,25-0531,yes,"blade or scraper fragment.  Definitely worked, and I think this is the finished tool form, but it is difficult to tell what it is.  The two short edges are blunt, cant tell if they are fractured.  One of the lone edges is sharp, and the other long edge is slightly blunted but looks like it could have been sharp.",,,,,,,2015,,CMH,,,1550/71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiNg-8,21,,,,NiNg-8:21,,Copper blade frag.,,,,,,"NWTNunavut",44.55,10.86,2.3,3.8,y,25-0539,yes,"endblade/blade fragment.  Rectangular flat tang/handle. Blade is fragmentary.  One edge looks original - not very sharp, more blunt.  If whole the blade  might have been leaf shaped - the intact edge is convex.  The tang/handle might be slightly concave at the base, but its hard to tell if this was intentional.  base of tang/handle becomes flattened towards the proximal end.",,,,,,,2015,,CMH,,,1550/71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiNg-8,35,,,,NiNg-8:35,,Fragment of copper,,,,,,"NWTNunavut",,,,,,,missing,did not find',,,,,,,2015,,CMH,,,1550/71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTr-2,66,,,,NiTr-2:66,,Copper end blade,,,,,,NWT,69.09,18.67,2.43,12.8,y,25-0342,yes,elongated end blade.  Flat base with central notch.  Single perforated hole above base - centered.  Small fragment of cordage cemented to blade between basal notch and perforation. Very distinct slope to sharpened edge.  Leaf shaped blade.  Tip is very distinct.  Has intentional diamond shaped projection on tip.  see NlTk-2 - 1-350 for possible comparison,,,,,,,2015,,CMH,1969,"McGhee, Dr. Robert J. - Canadian Museum of Civilization",1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,1720,,,,,986.34.1255,ulu miniature,,11,,,,NWT,height to handle - 10.01,20.02,0.89,<1,yes,1147-1153,yes,Tiny ulu with copper blade and bone handle - native,,,,,,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2017,,,,,986.34.1552,,,06,,,,NWT,21.69,2.29,2.11,0.46,yes,previously taken,yes,,,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2071,,,,,986.34.1606,,,11,,,,NWT,55.8,6.44,3.27,2.11,yes,previously taken,yes,copper sheet wrapped around leather,,,ornamented band copper and skin,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2125,,,,,986.34.1660,,,01,05,,,NWT,9.01,2.29,0.84,0.03,yes,previously taken,yes,"2 frags, second frag is 4.9x2.6mm",,,copper frags,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2596,,,,,988.20.138,,,07,,,,NWT,26.79,4.97,2.02,2.12,yes,previously taken,yes,"bent staple shape, 50 mm if straight",,,"copper strip, staple? Clasp?",,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2719,,,,,988.20.261,,,,02,,,NWT,,,,,,,?,metal?,,,nodule,,,,,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2813,,,,,988.20.355,,,11,,,,NWT,14.54,3.61,3.39,0.24,yes,previously taken,yes,two rounded copper beads on leather,,,beads on sinew,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2815,,,,,988.20.357,,,11,,,,NWT,20.32,4.28,2.49,0.23,yes,previously taken,yes,"two rounded copper beads on leather, longer leather than 2813",,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2913,,,,,988.20.455,,,02,,,,NWT,47.89,12.24,5.61,2.87,yes,previously taken,yes,,,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,2982,,,,,988.20.524,,,09,,,,NWT,56.37,17.22,1.05,3.21,yes,previously taken,yes,,,,worked copper,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,3031,,,,,988.20.573,,,01,,,,NWT,36.03,6.35,2.21,1.22,yes,previously taken,yes,,,,copper frag,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,3815,,,,,988.20.1357,,,05,,,,NWT,10.39,1.7,0.59/1.17,<1,yes,1162-1166,yes,"(site previously mislabeled as NiRs-1) needle fragment, hole perforated in one end.  Appears to be sheet that is folded over.  Thickness taken near eye is thinner measurement, thicker measurment is on folded section",,,,,,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,4500,,,,,989.15.299,,,10,,,,NWT,169.63 (whole object),24.24,14.1,32,yes,1430-1437,?,"spokeshave' - curved bone with metal set into the center of the exterior curve - bone is worn away from use around the metal - may be additional material in the slot - slot length 26.25 mm, width 2.16 mm",,,,,,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-1,4502,,,,,989.15.301,,,16,,,,NWT,88.89,"16,3 x 13.6",1.5,14,yes,1167-1173,yes,Bone needle case with blue-green staining,,,,,,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-2,254,,,,,989.22.254,,,,,,,NWT,70.95,14.07,8.95,6.46,"yes, rivet and antler stain",previously taken,yes,"measurements on harpoon with copper rivet, rivet head is 2.6mm across and goes all the way through the harpoon and is 10.32mm long - baseline xrf reading taken from antler and compared to rivet to eliminate the background signal from the antler in the rivet.  Zinc is present in the rivet beyond the baseline levels in the antler",,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiTs-2,400,,,,,989.22.400,,,,,,,NWT,ext. dia - 45.83,7.17,0.78,5,yes,1139-1142,yes,Flattened Copper Ring,,,,,,,2014,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,11,,,,NjRc-1:11,,copper fragment,,,,,,NWT,15.05,na,na,0.4,y,2256,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,A,,h1,floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,291,,,,NjRc-1:291,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2256,yes,tiny fragment - flat,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,G,,h1,in debris on and over floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,312,,,,NjRc-1:312,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2256,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,K,,h1,0-15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,562,,,,NjRc-1:562,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2256,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,N,,h1,floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,688,,,,NjRc-1:688,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2249,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,B,,h1,"E 1/2, dist. level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,689,,,,NjRc-1:689,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2249,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,B,,h1,"E 1/2, dist. level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,690,,,,NjRc-1:690,,copper fragment,,,,,,NWT,na,na,na,<0.1,y,2249,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,B,,h1,"E 1/2, dist. level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,691,,,,NjRc-1:691,,copper fragment,,,,,,NWT,11.95,2.47,2.34,0.2,y,2249,yes,tiny fragment,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,B,,h1,"E 1/2, dist. level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-1,776,,,,NjRc-1:776,,"harpoon head, blade end fragment: antler/copper, distal end broken",,,,,,NWT,na,na,na,na,y,25-0290,yes,"antler harpoon head, with small piece of a copper (remnant of endblade)",,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,J,,h1,floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-4,57,,,,NjRc-4:57,,copper lashing: perf.,,,,,,NWT,25.34,4.79,2.95,6.5,y,25-0491,yes,2 pieces of copper lashed together.  Appears to be a hammered nugget (1.49 thick) and a bar.  Measurements are of copper bar. Weight is combined.  This is a very interesting piece that might be able to say something about the life histories of these objects.,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,N 17,,,dist. fill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-4,75,,,,NjRc-4:75,,modified copper fragment: perf.,,,,,,NWT,,,,,,,?,,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,N 17,,,floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjRc-4,83,,,,NjRc-4:83,,copper fragment,,,,,,NWT,na,na,2.71,1,y,25-0508,yes,hammered nugget or waste flake,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,N 17,,,between floor boards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,10,,,,NjVi-2:10,,copper fragment,,01,,,,Yukon Territory,25.15,9.08,3,2.5,y,25-0736,yes,"hammered nugget, possible a knife blade blank fragment.  Small projecting piece that could be the tang, kind of shaped like the central portion of the single edged knife blades",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,79,,,,NjVi-2:79,,beaten native (?) copper,,09,02,,,Yukon Territory,,28.86,10.84,1.79,1.5,25-0741,yes,"hammered nugget, possible a knife blade blank fragment.  Small projecting piece that could be the tang, kind of shaped like the central portion of the single edged knife blades",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,150,,,,NjVi-2:150,,native copper flake,,01,,,,Yukon Territory,na,na,0.51,0.7,y,28-0013,yes,hammered native sheet,,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,185,,,,NjVi-2:185,,copper ulu blade,,04?,,,,Yukon Territory,98.59,9.66,1.63,10.4,y,25-0710,yes,"could be an ulu blade, but I've not yet seen one this thin (in width) and im not sure how it would be hafted.  It does seem to be a blade - the convex edge is sharp and the concave edge is squared off",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,212,,,,NjVi-2:212,,fine copper awl,,05,,,,Yukon Territory,47.86,1.94,1.26,0.7,y,25-0731,yes,"not an awl, this is a needle.  Rectangular cross section, tapers to point at one end, flattened at the other.  Flat end has small circular eye (eye is <0.5 mm dia)",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,216,,,,NjVi-2:216,,copper fragment,,01,07,,,Yukon Territory,na,na,2.05,2.7,y,28-0011,yes,hammered native sheet,,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,272,,,,NjVi-2:272,,piece of rolled copper,,11,,,,Yukon Territory,27.34,9.7 dia,0.97,4.3*,y,25-0756,yes,"rolled sheet with organics in the middle?  Looks like hammered sheet, not historic sheet.  Combined weight with organics.  Width is overal dia.  Thickness is of individual exposed sheet",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,285,,,,NjVi-2:285,,copper piece,,01,,,,Yukon Territory,,,2.74,1.6,y,25-0743,yes,hammered nugget/ waste flake,,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,355,,,,NjVi-2:355,,cut copper fragment,,06,,,,Yukon Territory,21.94,3.88,1.34,0.5,y,25-0747,yes,"I don’t think this is cut.  Flat rectangular cross section, slight taper to one side.  Smaller side is flatter as well",,,,,,,2015,,CMH,1977,"Yorga, B.",2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NjVi-2,1-401,,,,NjVi-2:1-401,,hide strip with 3 Copper pieces attached,,11,,,,Yukon Territory,na,na,na,na,y,25-0660,yes,to fragile and fragmentary for accurate measurements.  ,XRF was taken of one 'bead' that was loose,,hide strip with copper decorations,,,,2015,,CMH,1978,"Yorga, B.",2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-1,50,,,,NkRh-1:50,,copper fragment,,,,,,NWT,,,,,,,missing,missing,,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,,,h5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,98,,,,NkRh-3:98,,copper blade fragment: curved,,,,,,NWT,99.65,17.01,1.56,11.3,y,25-0322,yes,"curved blade.  Convex edge is sharpened edge.  Concave edge is squared off back edge.  Tip is slightly fractured, but almost complete.  Proximal end is fractured as well.",,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,TC 14,1,,h1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,169,,,,NkRh-3:169,,copper sewing needle,,,,,,NWT,43.9,1.09,1.24,0.3,y,25-0311,yes,square cross section.  Sewing needles with circular eye.  Looks like it has remnant folds from hammering.,,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,580,,,,NkRh-3:580,,copper bar: pntd.,,,,,,NWT,132.88,8.06,6.49,42,y,25-0440,yes,"definitely made from hammered nuggets (laminated surface).  Very large bar, square in cross section.  One end starts to taper to a point, but then becomes cylindrical.  This end is fracture.  The other end is tapering to an edge.  This end has been deformed by impact of some sort.  looks like a larger version of NkRh-3:581 (reference photo taken)",,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,10,5,h-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,581,,,,NkRh-3:581,,copper bar: pntd.,,,,,,NWT,79.25,5.73,4.34,7.9,y,25-0460,yes,"Awl form - specialized ends.  One end starts to taper to a point, but then becomes cylindrical.  The cyclindrical portion then extends to a point.  The other end is tapering to a flattened edge.  This end has been deformed.  looks like a smaller version of NkRh-3:580 (reference photo taken)",,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,10,5,h-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,669,,,,NkRh-3:669,,copper harpoon blade,,,,,,NWT,32.45,22.57,1.16,3.1,y,25-0355,yes,"harpoon blade. Base is slightly convex.  Edges are slightly convex.  Very small basal notch on extreme shoulder.  Notch could be interpreted as not intentional, except that there are other artifacts with more obvious notches in the same place.",,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-3,755,,,,NkRh-3:755,,copper harpoon blade,,,,,,NWT,36.79,23.5,1.75,5,y,25-0317,yes,"harpoon blade.  Base is flat.  Small, offset basal notch.  Small perforation along one blade edge, about halfway to point tip.",,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRh-8,21,,,,,991.110.21,,,,,,,NWT,30,19.38,2.27,3.53,yes,1135-1136,yes,piece of native copper looks beaten,,,native copper fragment,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,201,,,,,998.66.####,,,05,,,,NWT,14.4,1.6,1.5,<1,yes,1238-1242,yes,needle - needle fragment,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,345,,,,,998.66.####,,,06,,,,NWT,41.13,1.2,1.6,<1,yes,1231-1235,yes,needle - copper needle,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,459,,,,,998.66.####,,,01,,,,NWT,17.9,10.8,3.09,3,yes,1226-1230,yes,tool fragment - seems to have been part of something,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,476,,2,,,998.66.####,,,01,,,,NWT,20.5,11.5,1.6,<1,yes,1236-1337,yes,copper fragments - nodules - second piece 9.8 x 5.3 x 2.5,,,2 pieces,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,478,,,,,998.66.####,,,06 or 05,,,,NWT,36.27,1.69,1.65,<1,yes,1213-1217,yes,"needle - sewing needle prox portion, rect. Cross-section",,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,485,,2,,,998.66.####,,,01,,,,NWT,12.4,9.5,0.49,<1,yes,1224-1225,yes,copper fragments - flat nodules - other frag 9.5 x 7.9 x 0.49,,,2 pieces,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,531,,,,,998.66.####,,,01,06,,,NWT,33.7,3.7,2.5,<1,yes,1218-1223,yes,copper fragment - not apparently worked,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,535,,,,,998.66.####,,,01,04,,,NWT,19.9,20.6,2.1,3,yes,1201-1205,yes,copper fragment,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,572,,,,,998.66.####,,,01,06,,,NWT,45.33,3.08,5.98,5,yes,1206-1212,yes,leister barb - rectang. Cross-section,,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,690,,,,,998.66.####,,,10,,,,NWT,15.06 to handle,12.13,1.38,6 (whole object),yes,1193-1200,yes,"knife - copper/wood - conservation, 113.92 mm overal",,,,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRi-3,"477 a,b",,2,,,998.66.####,,,01,,,,NWT,12.7,14.1,9.1,3,yes,1243-1245,yes,"copper fragment - nodule - Arsenical copper w/ tin, A and B from same piece",,,2 pieces,,,,2014,98-865,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRj-3,31,,,,NkRj-3:31,,"prong, leister barb: wood/copper trident",,,,,,NWT,22.89,2.15,1.36,na,y,2248,yes,"very small liester barb, still wedged into leister arm. Rectangular in cross section, slightly curved, and tapers to a point at both ends. Good example to assess other possible leister barbs because we know for a fact that this one is.",,,,,,,2015,,CMH,1989,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2809,,,,,H-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkRo-2,22,,,,NkRo-2:22,,copper fragment: unworked,,,,,,NWT,na,na,1.84,1.4,y,2261,yes,unsure if it is unworked and naturally flat or hammered and rough,,,,,,,2015,,CMH,1990,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",2997,,,,,surface and testcuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NkTc-5,50,,,,NkTc-5:50,,copper (frag.) cut,,,,,,NWT,,,,,,,missing,missing,,,,,,,2015,,CMH,1988,"Morrison , Ph.D, Dr. David A. - Canadian Museum of Civilization",2628,,,,,,beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlRu-1,52,,,,NlRu-1:52,,copper frag,,,,,,NWT,11.38,2.32,1.55,<0.1,y,2263,yes,tiny barb/needle frag,,,House 11; N4/E5 #5,,,,2015,,CMH,1987,"Morrison , Ph.D, Dr. David A. - Canadian Museum of Civilization",2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlRu-1,70,,,,NlRu-1:70,,antler graver  with copper blade,,,,,,NWT,na,na,1.62,na,y,25-0422,yes,thickness is of graver blade.  Rivets are 6.32 and 6.24 in legnth,,,,,,,2015,,CMH,1987,"Morrison , Ph.D, Dr. David A. - Canadian Museum of Civilization",2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlRu-1,249,,,,NlRu-1:249,,copper fish hook and antler shank,,,,,,NWT,na,1.05,1.23,na,y,25-0415,yes,"very small copper hook in antler fishing spoon.  Hook is bent at main hook curve, and also secondary curve to attach to fishing spoon.  Hook is square in cross section.  Width and thickness are hook cross section",,,,,,,2015,,CMH,1987,"Morrison , Ph.D, Dr. David A. - Canadian Museum of Civilization",2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlTk-2,1-47,,,,NlTk-2:1-47,,copper (indefinite to an (L79.045) destruction analysis),,,,,,NWT,,,,,,,missing,missing,,,,,,,2015,,CMH,1970,"Gordon , Ph.D, Dr. Bryan C. - Canadian Museum of Civilization",1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlTk-2,1-116,,,,NlTk-2:1-116,,sheet copper frag.,,,,,,NWT,na,na,1.18,0.9,y,2269,yes,hammered nugget,,,,,,,2015,,CMH,1970,"Gordon , Ph.D, Dr. Bryan C. - Canadian Museum of Civilization",1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NlTk-2,1-350,,,,NlTk-2:1-350,,perforated copper point,,,,,,NWT,30.13,12.49,1.58,1.9,y,2268,yes,copper endblade.  Rounded shoulders.  Very slight concave base.  Perforated hole in the center of the base see NiTr-2 - 66 for possible comparison,,,,,,,2015,,CMH,1970,"Gordon , Ph.D, Dr. Bryan C. - Canadian Museum of Civilization",1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OaJl-2,2,,,,OaJl-2:2,,copper needle,,,,,,"NWTNunavut",34.11,0.93,0.9,0.2,y,28-0025,yes,"needle, no eye, pointed at only one end, other end looks like it tapers to a flat edge",,,,,,,2015,,CMH,1982,"Savelle, J. M.",2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OaRw-2,110,,,,,992.16,,,,,,,NWT,61.44,39.74,4.05,10.69,yes,previously taken,yes,bracelet,,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OaTi-1,274,,,,,2004.15,,,,,,,NWT,39.32,12.71,3.47,1.03,yes,previously taken,yes,"bone fish lure with copper barb still in place - Speakman comments -> antler handle counfounds quantification, but metal appears to be native copper",,,,,,,2010,,PWNHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ObRo-1,85,,,,ObRo-1:85,,copper needle,,,,,,NWT,12.65,0.58,0.54,<0.1,y,29-0521,yes,site labeled as OaRn-1.  very tiny needle/barb.  Appeared to be only pointed at one end.  Small barb?,,,,,,,2015,,CMH,1963,"Taylor , Ph.D, Dr. William Ewart - Canadian Museum of Civilization",1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
